"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"526","ENSG00000129116",22899.4584204201,0.876332473983931,0.20311722571704,4.31441730700251,1.60024417864922e-05,0.000327952612796243,23022,"PALLD","4",168497066,168928457,1,"protein_coding","palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]"
"550","ENSG00000131771",89.6699369856323,-3.04228544536291,0.705969478814528,-4.30937248232254,1.63718424896864e-05,0.000335069668251758,84152,"PPP1R1B","17",39626740,39636626,1,"protein_coding","protein phosphatase 1, regulatory (inhibitor) subunit 1B [Source:HGNC Symbol;Acc:HGNC:9287]"
"886","ENSG00000161381",638.807783189439,-1.27537341790529,0.295977913830501,-4.30901549848635,1.63982877804673e-05,0.000335157987092007,57125,"PLXDC1","17",39063303,39154394,-1,"protein_coding","plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]"
"42","ENSG00000035403",17004.3073453495,0.878840960069005,0.204097002200302,4.30599641638296,1.66235747323937e-05,0.00033930463520499,7414,"VCL","10",73995193,74121363,1,"protein_coding","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
"949","ENSG00000164402",2021.3289302764,-0.331175718311726,0.076920160827279,-4.30544755432021,1.6664846983869e-05,0.000339689243029201,23176,"SEPT8","5",132750817,132807241,-1,"protein_coding","septin 8 [Source:HGNC Symbol;Acc:HGNC:16511]"
"494","ENSG00000125965",457.61167264081,-1.2244135578624,0.28455228168399,-4.30294760110965,1.685407209891e-05,0.0003430845724973,8200,"GDF5","20",35433347,35454746,-1,"protein_coding","growth differentiation factor 5 [Source:HGNC Symbol;Acc:HGNC:4220]"
"822","ENSG00000154654",1359.99538473703,-0.924777887751897,0.215020976385961,-4.3008728882894,1.70126632022416e-05,0.000345848032480469,4685,"NCAM2","21",20998315,21543329,1,"protein_coding","neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]"
"954","ENSG00000164692",207689.679611623,-0.469230457068705,0.109132966560219,-4.29962157044255,1.71090003989746e-05,0.000347340229279451,1278,"COL1A2","7",94394561,94431232,1,"protein_coding","collagen, type I, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2198]"
"48","ENSG00000048740",5672.82425267741,0.849811261897425,0.197927641525425,4.29354513269569,1.75842548973128e-05,0.000356510763614194,10659,"CELF2","10",11005321,11336675,1,"protein_coding","CUGBP, Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]"
"1263","ENSG00000188501",23.9533265005472,-2.89134433762672,0.673642248390237,-4.29210659595059,1.76985941814617e-05,0.000358349209730264,197021,"LCTL","15",66547179,66565979,-1,"protein_coding","lactase-like [Source:HGNC Symbol;Acc:HGNC:15583]"
"395","ENSG00000114850",2864.24089084225,0.379409466677657,0.088478001183767,4.28817854835612,1.80144264438961e-05,0.00036413206832443,6747,"SSR3","3",156540140,156555184,-1,"protein_coding","signal sequence receptor, gamma (translocon-associated protein gamma) [Source:HGNC Symbol;Acc:HGNC:11325]"
"992","ENSG00000166592",106.180971782242,-1.46414481497597,0.341455001066535,-4.28795832658099,1.80322912673042e-05,0.00036413206832443,6236,"RRAD","16",66921679,66925644,-1,"protein_coding","Ras-related associated with diabetes [Source:HGNC Symbol;Acc:HGNC:10446]"
"75","ENSG00000065526",1489.2348721478,0.729551415630928,0.170182194675168,4.28688451822733,1.81196427798444e-05,0.000365408774834544,23013,"SPEN","1",15847864,15940460,1,"protein_coding","spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]"
"1088","ENSG00000171819",258.261736209332,5.89379338689516,1.37560260074924,4.28451747887436,1.83136211563088e-05,0.000368829511186565,10218,"ANGPTL7","1",11189341,11195981,1,"protein_coding","angiopoietin-like 7 [Source:HGNC Symbol;Acc:HGNC:24078]"
"1237","ENSG00000185745",283.997852484848,-1.59984121858618,0.373501008579007,-4.28336519002401,1.84087653677542e-05,0.000370253322038031,3434,"IFIT1","10",89392546,89406486,1,"protein_coding","interferon-induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]"
"342","ENSG00000109861",4209.17580466704,1.05208848384658,0.246062256267059,4.27570038496563,1.90537330614022e-05,0.000382717224422993,1075,"CTSC","11",88293592,88337787,-1,"protein_coding","cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]"
"236","ENSG00000101384",1244.85651932936,-0.583670696184726,0.136779049445941,-4.26725217457669,1.97895418717156e-05,0.000396488399207494,182,"JAG1","20",10637684,10674107,-1,"protein_coding","jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]"
"1201","ENSG00000183049",325.74735723522,-0.721345899451986,0.169045360759556,-4.26717359299793,1.97965114055302e-05,0.000396488399207494,57118,"CAMK1D","10",12349482,12835545,1,"protein_coding","calcium/calmodulin-dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]"
"1271","ENSG00000189320",1338.32017123955,0.822774929503493,0.192825842917595,4.26693288126897,1.98178750874925e-05,0.000396488399207494,389558,"FAM180A","7",135728348,135748846,-1,"protein_coding","family with sequence similarity 180, member A [Source:HGNC Symbol;Acc:HGNC:33773]"
"153","ENSG00000084764",313.392834137857,-0.730247188677834,0.171224390556662,-4.26485494446061,2.00032114488742e-05,0.00039966838706227,22924,"MAPRE3","2",26970612,27027196,1,"protein_coding","microtubule-associated protein, RP/EB family, member 3 [Source:HGNC Symbol;Acc:HGNC:6892]"
"116","ENSG00000074935",273.111485781263,-0.662484734845669,0.15536617238632,-4.2640217279627,2.00779907236675e-05,0.00040063395192351,51175,"TUBE1","6",112070777,112087529,-1,"protein_coding","tubulin, epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775]"
"303","ENSG00000106211",8538.62956816814,0.501825085450597,0.117864474651324,4.25764495141675,2.06591707832995e-05,0.000411688344096146,3315,"HSPB1","7",76302544,76304295,1,"protein_coding","heat shock 27kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:5246]"
"355","ENSG00000111231",251.748404364098,0.702820900630128,0.165114583097734,4.25656466827111,2.07592010228315e-05,0.000413138107083815,51184,"GPN3","12",110452484,110469268,-1,"protein_coding","GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]"
"99","ENSG00000070808",25.5885475782533,-1.71713234596498,0.403690557640051,-4.25358560775666,2.10374458231324e-05,0.000418126137783912,815,"CAMK2A","5",150219491,150290291,-1,"protein_coding","calcium/calmodulin-dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]"
"557","ENSG00000132330",160.205117398884,0.630366268174529,0.148224760992153,4.25277304517226,2.11139534277874e-05,0.000419096755784849,51540,"SCLY","2",238060889,238099413,1,"protein_coding","selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]"
"156","ENSG00000085415",393.381525407679,0.715641534183761,0.168422725641575,4.24907940099923,2.14650830971115e-05,0.000425508748044181,81929,"SEH1L","18",12947133,12987536,1,"protein_coding","SEH1-like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]"
"65","ENSG00000061273",3199.21024764819,0.624213556790533,0.146962168058381,4.24744384923991,2.16223332554674e-05,0.000428065669482423,51564,"HDAC7","12",47782722,47833132,-1,"protein_coding","histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]"
"799","ENSG00000151929",1202.68635289829,0.421692967991402,0.0993277077775754,4.24547165566026,2.18134083774398e-05,0.000430722385757922,9531,"BAG3","10",119651370,119677819,1,"protein_coding","BCL2-associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939]"
"1066","ENSG00000170776",2917.057455751,0.556055233959738,0.130973454308293,4.24555675725605,2.18051302707621e-05,0.000430722385757922,11214,"AKAP13","15",85380571,85749358,1,"protein_coding","A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:HGNC:371]"
"686","ENSG00000141469",72.1302155257671,-2.93302729565649,0.691283875690589,-4.2428695342075,2.20679740991943e-05,0.000435181598609763,6563,"SLC14A1","18",45724127,45752520,1,"protein_coding","solute carrier family 14 (urea transporter), member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]"
"596","ENSG00000135093",348.717137541514,-0.542557958185516,0.127907152036127,-4.24181095074553,2.21723424305848e-05,0.00043593672930705,84749,"USP30","12",109023089,109088026,1,"protein_coding","ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:HGNC:20065]"
"829","ENSG00000154945",1204.69476258018,0.349248626696687,0.0823387745150519,4.24160583824141,2.21926192337891e-05,0.00043593672930705,91369,"ANKRD40","17",50693190,50707924,-1,"protein_coding","ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]"
"1071","ENSG00000170873",1670.51689714334,1.88077354483727,0.443364808323209,4.24204517257535,2.21492095320803e-05,0.00043593672930705,9788,"MTSS1","8",124550790,124728429,-1,"protein_coding","metastasis suppressor 1 [Source:HGNC Symbol;Acc:HGNC:20443]"
"1430","ENSG00000275482",1447.18905030794,1.39882038999238,0.329859318265076,4.24065749407837,2.22865993411069e-05,0.000437215734483243,2051,"EPHB6","CHR_HSCHR7_2_CTG6",142916237,142932255,1,"protein_coding","EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396]"
"1142","ENSG00000176371",120.021671201796,-0.809006989709579,0.190848722558898,-4.23899609524456,2.2452156325458e-05,0.000439893800192836,54993,"ZSCAN2","15",84600986,84627796,1,"protein_coding","zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]"
"779","ENSG00000149577",1335.50066951113,0.695830180494043,0.164298813767299,4.23515036133838,2.28398824938409e-05,0.000446912171019664,51092,"SIDT2","11",117178733,117197445,1,"protein_coding","SID1 transmembrane family, member 2 [Source:HGNC Symbol;Acc:HGNC:24272]"
"470","ENSG00000123405",12.6737953619004,-2.47823976772392,0.586055983305385,-4.22867411701272,2.35072553656082e-05,0.000459377267757594,4778,"NFE2","12",54292111,54301121,-1,"protein_coding","nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]"
"1065","ENSG00000170759",4490.45262291864,0.55407080017736,0.131058484762364,4.22766065991075,2.36133559501087e-05,0.000460856025598449,3799,"KIF5B","10",32009010,32056431,-1,"protein_coding","kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]"
"493","ENSG00000125868",15937.9441078362,0.90102115180649,0.213172171882635,4.22672970795906,2.37112203299013e-05,0.000462170440021049,11034,"DSTN","20",17569863,17609919,1,"protein_coding","destrin (actin depolymerizing factor) [Source:HGNC Symbol;Acc:HGNC:15750]"
"690","ENSG00000142002",1575.86721779364,0.511784902257296,0.121309263206683,4.2188443712277,2.45557691520133e-05,0.000477403239803904,91039,"DPP9","19",4675224,4724673,-1,"protein_coding","dipeptidyl-peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]"
"968","ENSG00000165637",2196.41163782697,0.529181690678013,0.125431439931076,4.21889193784903,2.4550589846596e-05,0.000477403239803904,7417,"VDAC2","10",75210154,75231448,1,"protein_coding","voltage-dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]"
"499","ENSG00000126458",2035.8709955834,0.585173367476272,0.138726444315754,4.21818183521208,2.46280177377405e-05,0.000478194011074462,6237,"RRAS","19",49635292,49640201,-1,"protein_coding","related RAS viral (r-ras) oncogene homolog [Source:HGNC Symbol;Acc:HGNC:10447]"
"771","ENSG00000148908",406.930993232911,-0.6290847633568,0.149204622328095,-4.21625519062986,2.48392663590624e-05,0.000481678218960307,6001,"RGS10","10",119499828,119542708,-1,"protein_coding","regulator of G-protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]"
"999","ENSG00000166963",7139.81802714842,-0.736426158954703,0.17485034158776,-4.21175133126681,2.53398407859408e-05,0.000490756890924646,4130,"MAP1A","15",43510958,43531620,1,"protein_coding","microtubule-associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]"
"1031","ENSG00000168781",326.426751737297,-1.22505541256451,0.291188711819892,-4.20708414453319,2.58686840027268e-05,0.00050035915609361,9677,"PPIP5K1","15",43533462,43590253,-1,"protein_coding","diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]"
"881","ENSG00000160460",190.321023811135,-1.31577883426972,0.312919803162262,-4.20484360840351,2.61262746823772e-05,0.000504696977123218,57731,"SPTBN4","19",40466241,40576464,1,"protein_coding","spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]"
"16","ENSG00000011478",148.179692769756,0.74174454343711,0.176429709379528,4.20419296753192,2.62015336477002e-05,0.000505506021776331,54814,"QPCTL","19",45692483,45703989,1,"protein_coding","glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]"
"1002","ENSG00000166986",1704.42316560782,-0.39490898839551,0.093942748119586,-4.20371977933628,2.62563962913295e-05,0.000505920002331025,4141,"MARS","12",57475445,57517569,1,"protein_coding","methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]"
"36","ENSG00000031823",1567.98226075845,-0.547513205505136,0.130471056807467,-4.19643420466112,2.71150184472194e-05,0.000520920929075641,8498,"RANBP3","19",5916139,5978142,-1,"protein_coding","RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]"
"644","ENSG00000137962",4572.42412811343,1.21889764044465,0.290458023224728,4.19646745134525,2.71110402880665e-05,0.000520920929075641,9411,"ARHGAP29","1",94148988,94275068,-1,"protein_coding","Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]"
"1267","ENSG00000189007",174.719484074007,-1.12891389303296,0.269029781528458,-4.19624134777639,2.71381058461988e-05,0.000520920929075641,134637,"ADAT2","6",143422832,143450673,-1,"protein_coding","adenosine deaminase, tRNA-specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]"
"140","ENSG00000080822",1023.22692152675,0.465360122505683,0.110948390902496,4.1943837014694,2.73614487471025e-05,0.000524543216803629,56650,"CLDND1","3",98497912,98523066,-1,"protein_coding","claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]"
"748","ENSG00000146966",2685.88717969121,0.468425173023914,0.111708861557785,4.19326780786862,2.74964505799952e-05,0.00052646491028322,27147,"DENND2A","7",140518420,140673993,-1,"protein_coding","DENN/MADD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]"
"613","ENSG00000136141",517.291353431475,-0.599661634327812,0.143034024303907,-4.19244048572456,2.75969493615435e-05,0.000527721967273456,23143,"LRCH1","13",46553168,46753040,1,"protein_coding","leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]"
"325","ENSG00000108797",1888.70438293358,-0.623094396435325,0.148678946278042,-4.19087175443176,2.77884703856017e-05,0.00053004582366491,8506,"CNTNAP1","17",42682613,42699814,1,"protein_coding","contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]"
"1082","ENSG00000171603",6904.33112544511,0.351672501457898,0.0839106657102588,4.19103457803819,2.77685331888697e-05,0.00053004582366491,22883,"CLSTN1","1",9729026,9824526,-1,"protein_coding","calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]"
"69","ENSG00000064201",17.1426991592073,-2.07145054528756,0.494426665203195,-4.18960119077771,2.7944514709588e-05,0.000532351792800893,10077,"TSPAN32","11",2301997,2318200,1,"protein_coding","tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]"
"485","ENSG00000124762",8083.33868783847,-0.982095722155724,0.234477857105752,-4.18843695638513,2.80882313286808e-05,0.000534417416423204,1026,"CDKN1A","6",36676460,36687339,1,"protein_coding","cyclin-dependent kinase inhibitor 1A (p21, Cip1) [Source:HGNC Symbol;Acc:HGNC:1784]"
"457","ENSG00000122085",488.337995127163,-0.466566862722928,0.111422513870513,-4.1873661481479,2.82210352832464e-05,0.000536270488537976,130916,"MTERF4","2",241072169,241102332,-1,"protein_coding","mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]"
"1068","ENSG00000170802",302.10986615497,1.00491644095413,0.240053421767002,4.18622002368086,2.83638414395392e-05,0.000538308745115065,3344,"FOXN2","2",48314637,48379294,1,"protein_coding","forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]"
"347","ENSG00000110090",2284.63120555179,0.708479829842703,0.169359803011139,4.18328208492369,2.87330503670542e-05,0.00054450045788821,1374,"CPT1A","11",68754620,68844410,-1,"protein_coding","carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:HGNC:2328]"
"659","ENSG00000138615",855.755382175577,1.38741117554361,0.331674275737517,4.18305330571247,2.87619918329857e-05,0.00054450045788821,8483,"CILP","15",65194758,65211488,-1,"protein_coding","cartilage intermediate layer protein, nucleotide pyrophosphohydrolase [Source:HGNC Symbol;Acc:HGNC:1980]"
"290","ENSG00000105552",501.765286707332,0.744862409782695,0.178189748894814,4.18016420362313,2.91298674222842e-05,0.000550776332222839,587,"BCAT2","19",48795062,48811029,-1,"protein_coding","branched chain amino-acid transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:977]"
"1249","ENSG00000187109",11827.4600748288,0.418907389477018,0.100238762800634,4.17909576867172,2.92670429724521e-05,0.000552680007254099,4673,"NAP1L1","12",76036587,76085033,-1,"protein_coding","nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:7637]"
"73","ENSG00000064933",474.677180926486,0.577144839699771,0.138194204736526,4.17633171231838,2.96247726777898e-05,0.000558738707602898,5378,"PMS1","2",189784085,189877629,1,"protein_coding","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]"
"1411","ENSG00000254470",365.954510933768,0.731488998787918,0.175215538165818,4.17479526328118,2.98254161444955e-05,0.000561823292920876,91056,"AP5B1","11",65775893,65780802,-1,"protein_coding","adaptor-related protein complex 5, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:25104]"
"594","ENSG00000135069",711.367453900976,-1.25158684907521,0.299825047681418,-4.17439056127525,2.98784803208295e-05,0.000562123707402439,29968,"PSAT1","9",78297143,78330093,1,"protein_coding","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"131","ENSG00000078124",327.409499396012,0.868652672611578,0.208316730192768,4.16986514624995,3.04779929751437e-05,0.000571273766842267,55331,"ACER3","11",76860867,77026797,1,"protein_coding","alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]"
"1241","ENSG00000186073",325.93824266317,-0.557139833974972,0.133607071677242,-4.16998761353641,3.04616194636745e-05,0.000571273766842267,84529,"C15orf41","15",36579611,36810248,1,"protein_coding","chromosome 15 open reading frame 41 [Source:HGNC Symbol;Acc:HGNC:26929]"
"1295","ENSG00000196924",73739.3249566411,0.683272430357152,0.163837853325318,4.17041859673564,3.04040647410765e-05,0.000571273766842267,2316,"FLNA","X",154348524,154374638,-1,"protein_coding","filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
"237","ENSG00000101417",291.295276340568,-0.589557532178468,0.141408241942733,-4.16918790643919,3.05686890380534e-05,0.000571996602226587,11264,"PXMP4","20",33702754,33720319,-1,"protein_coding","peroxisomal membrane protein 4, 24kDa [Source:HGNC Symbol;Acc:HGNC:15920]"
"850","ENSG00000157368",53.9735372844147,-2.11542121394714,0.507415300091017,-4.16901345617226,3.0592092955004e-05,0.000571996602226587,146433,"IL34","16",70579895,70660682,1,"protein_coding","interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]"
"813","ENSG00000153904",3093.39374538368,1.35285466733729,0.324991545184269,4.16273803852414,3.1445405348691e-05,0.000587226466098551,23576,"DDAH1","1",85318481,85578363,-1,"protein_coding","dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]"
"519","ENSG00000128510",163.354469753081,-2.22859740560687,0.535604172359405,-4.16090374313107,3.1699068029348e-05,0.000591234464660685,51200,"CPA4","7",130293134,130324180,1,"protein_coding","carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]"
"421","ENSG00000117122",706.031356008506,-0.715866619778018,0.172219324043939,-4.15671483877952,3.22856561872262e-05,0.000601434517780494,4237,"MFAP2","1",16974502,16980835,-1,"protein_coding","microfibrillar-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]"
"363","ENSG00000111885",5780.07463927868,0.82638277895957,0.198874848039023,4.15529056141588,3.24874418242281e-05,0.000604450007896725,4121,"MAN1A1","6",119177209,119349761,-1,"protein_coding","mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:HGNC:6821]"
"605","ENSG00000135679",3281.03314493111,-0.671343211203409,0.161575636119325,-4.15497798633215,3.25318861937437e-05,0.000604534253256747,4193,"MDM2","12",68808172,68850686,1,"protein_coding","MDM2 proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6973]"
"49","ENSG00000049089",69.330610655078,-0.932143394751683,0.224397673937184,-4.15397975565744,3.26742095525183e-05,0.000606434930971679,1298,"COL9A2","1",40300487,40317816,-1,"protein_coding","collagen, type IX, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2218]"
"117","ENSG00000075142",1478.07969934526,0.415145222343472,0.100008477178619,4.15110032724533,3.3088067265116e-05,0.000613364478249917,6717,"SRI","7",88205118,88226993,-1,"protein_coding","sorcin [Source:HGNC Symbol;Acc:HGNC:11292]"
"680","ENSG00000140564",2519.98803846909,0.512316539976373,0.123471735730696,4.14926166660349,3.33549362198187e-05,0.000617555634534418,5045,"FURIN","15",90868592,90883458,1,"protein_coding","furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:HGNC:8568]"
"100","ENSG00000070882",1137.43626772457,-1.12236951256612,0.270560085028835,-4.14831889355189,3.34925649529417e-05,0.000619346637621859,26031,"OSBPL3","7",24796539,24981634,-1,"protein_coding","oxysterol binding protein-like 3 [Source:HGNC Symbol;Acc:HGNC:16370]"
"756","ENSG00000147459",1166.48221391024,0.711781725553786,0.171629787724175,4.14719225020358,3.36577431121462e-05,0.000621642096870066,80005,"DOCK5","8",25184723,25418082,1,"protein_coding","dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]"
"821","ENSG00000154319",89.7923845216443,0.986924515931511,0.238026950183822,4.14627215602829,3.37932126151211e-05,0.000623383928204639,83648,"FAM167A","8",11421463,11474715,-1,"protein_coding","family with sequence similarity 167, member A [Source:HGNC Symbol;Acc:HGNC:15549]"
"670","ENSG00000139436",2638.63526552401,0.544316191329982,0.13129166003522,4.14585504657313,3.38547959330137e-05,0.000623760200006682,9815,"GIT2","12",109929792,109996389,-1,"protein_coding","G protein-coupled receptor kinase interacting ArfGAP 2 [Source:HGNC Symbol;Acc:HGNC:4273]"
"1170","ENSG00000179388",56.3232846179851,-1.96822920943449,0.475076671917583,-4.14297170494606,3.42834257302598e-05,0.000630890015412861,1960,"EGR3","8",22687659,22693302,-1,"protein_coding","early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]"
"885","ENSG00000161267",42.4134126261392,1.56567871197046,0.378079171702148,4.14113981714894,3.45584214461259e-05,0.000635178753399972,622,"BDH1","3",197509783,197573323,-1,"protein_coding","3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:HGNC:1027]"
"1079","ENSG00000171469",630.454629229045,-0.605607872080147,0.146258534466722,-4.14066689706877,3.46297538132212e-05,0.000635718329092405,93134,"ZNF561","19",9604680,9621399,-1,"protein_coding","zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]"
"719","ENSG00000144362",100.684408365839,1.4642297159737,0.353832262521418,4.13820295961583,3.50036668262097e-05,0.000641804520681532,493911,"PHOSPHO2","2",169694454,169701708,1,"protein_coding","phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]"
"1174","ENSG00000179862",58.1084413078857,1.47917882800043,0.357589553529628,4.13652695779289,3.52601948160236e-05,0.000645726300469985,163732,"CITED4","1",40861051,40862366,-1,"protein_coding","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 [Source:HGNC Symbol;Acc:HGNC:18696]"
"1346","ENSG00000204262",16019.6486291957,0.374950604071618,0.0906538185485149,4.13607071467108,3.53303357011493e-05,0.000646229389123075,1290,"COL5A2","2",189031896,189179879,-1,"protein_coding","collagen, type V, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2210]"
"823","ENSG00000154710",1280.38728267921,0.410652075365004,0.0993975886562462,4.13140882909334,3.60546689097957e-05,0.000658682702821298,27342,"RABGEF1","7",66682164,66811464,1,"protein_coding","RAB guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:HGNC:17676]"
"1339","ENSG00000198925",2050.32199109614,0.372390241015907,0.0901789564562777,4.12945830878467,3.63618929270838e-05,0.000663495022145402,79065,"ATG9A","2",219209772,219229717,-1,"protein_coding","autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]"
"217","ENSG00000100320",5407.33945229994,-0.413579389165315,0.100176342156067,-4.1285135817895,3.65115876510441e-05,0.000665424783363494,23543,"RBFOX2","22",35738736,36028425,-1,"protein_coding","RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:HGNC:9906]"
"413","ENSG00000116455",502.552674839896,0.504757199514351,0.122330999207452,4.12615937730038,3.68871680553966e-05,0.000670655654500578,79084,"WDR77","1",111439890,111449376,-1,"protein_coding","WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]"
"544","ENSG00000131370",1431.48422952866,-0.857798320696256,0.207885980926743,-4.12629229192004,3.6865866052869e-05,0.000670655654500578,9467,"SH3BP5","3",15254853,15341368,-1,"protein_coding","SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:HGNC:10827]"
"152","ENSG00000084710",26.0125454637684,-2.11765140565494,0.513557207192418,-4.12349661536637,3.73163945941341e-05,0.000677338552323882,22979,"EFR3B","2",25042130,25159137,1,"protein_coding","EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]"
"697","ENSG00000142875",1028.01819791706,-0.612531537326166,0.148552807633376,-4.12332521400656,3.73441856183851e-05,0.000677338552323882,5567,"PRKACB","1",84078062,84238498,1,"protein_coding","protein kinase, cAMP-dependent, catalytic, beta [Source:HGNC Symbol;Acc:HGNC:9381]"
"259","ENSG00000102996",168.083826031282,1.2688706462757,0.30784929119283,4.12172671036265,3.76043148944139e-05,0.000681240848176913,4324,"MMP15","16",58025566,58046901,1,"protein_coding","matrix metallopeptidase 15 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7161]"
"288","ENSG00000105486",169.526609785985,-1.11545611201004,0.270910125074586,-4.1174397291461,3.83104674432977e-05,0.00069072860646279,3978,"LIG1","19",48115445,48170603,-1,"protein_coding","ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:HGNC:6598]"
"495","ENSG00000125970",2091.87967105203,-0.431262543681258,0.104735235149226,-4.11764525154117,3.82763284277589e-05,0.00069072860646279,22913,"RALY","20",33993646,34108308,1,"protein_coding","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]"
"817","ENSG00000154217",194.499919189598,0.959998138426485,0.233116255070838,4.11810895870289,3.81994087771177e-05,0.00069072860646279,26207,"PITPNC1","17",67377281,67697261,1,"protein_coding","phosphatidylinositol transfer protein, cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]"
